id,height,city,salary
769,167.10408743579538,Dallas,138400
770,191.06286523360063,St. Louis,38472
771,155.53158684776037,New York,145111
772,192.3226145867259,Dallas,53383
773,156.3744331165991,Los Angeles,91709
774,169.86436452801837,Dallas,99785
775,189.86476828897767,St. Louis,143253
776,157.4958713674387,Dallas,64518
777,161.46256976163207,Chicago,83909
778,186.1126284196533,St. Louis,48351
779,186.00182682730372,Los Angeles,99624
780,182.05738164426486,Chicago,83330
781,184.697422223355,Dallas,45282
782,177.1362221673798,St. Louis,114866
783,162.58995294534765,Los Angeles,137945
784,167.28479967519598,Chicago,51778
785,159.07988584007128,Los Angeles,54264
786,195.42252806668142,Dallas,89675
787,179.16958973830603,Los Angeles,35075
788,170.042570838182,New York,105948
789,173.10029018220663,Chicago,78454
790,197.36416698059077,Los Angeles,58365
791,157.66757015580401,Dallas,102766
792,179.31149160083987,Dallas,78200
793,175.2944339442233,Los Angeles,41002
794,180.5727117717324,Dallas,43947
795,150.90550919104203,St. Louis,109222
796,193.60619544720757,St. Louis,124840
797,196.60591412418063,St. Louis,146219
798,178.25665917946046,New York,108610
799,184.8325411938446,Los Angeles,82142
800,196.1249690588648,New York,86307
801,185.36193171566993,Dallas,34493
802,157.62695214571306,New York,80085
803,178.81441800834065,Dallas,64228
804,180.33575231914278,Dallas,109676
805,171.2065335651193,Chicago,81875
806,186.82221178123615,St. Louis,61655
807,196.71835073845074,Dallas,73472
808,196.2784256453388,Chicago,79437
809,172.54196857020662,St. Louis,79416
810,155.66190229203775,Dallas,89711
811,199.24205994811672,Dallas,36816
812,191.9449043222967,New York,107175
813,156.23313406016334,New York,94307
814,196.04209413086863,St. Louis,142728
815,193.4948181031064,Dallas,76733
816,175.9419028563036,Los Angeles,125028
817,179.56377178724645,New York,146450
818,169.95013519350653,St. Louis,41240
819,152.73808194110157,Dallas,128234
820,166.75986208229506,Dallas,122493
821,190.14267242990059,Los Angeles,128344
822,150.23160115023015,St. Louis,101363
823,166.6749585845572,Dallas,62762
824,169.90843467954716,New York,38259
825,176.86978014689615,Los Angeles,80139
826,195.99278082063802,St. Louis,44849
827,167.31729971829807,Los Angeles,111768
828,167.34766009481137,New York,136108
829,186.87506240548743,St. Louis,119709
830,172.61089704449034,Los Angeles,84869
831,161.2302411469991,Chicago,93095
832,172.62197580663468,New York,147886
833,157.04285101899,New York,100910
834,158.81934932531118,New York,116710
835,174.918388636974,Chicago,53567
836,170.9462724752274,Chicago,65292
837,195.742295053405,Dallas,104813
838,168.11969495583165,Los Angeles,127136
839,179.02941751390216,Dallas,81631
840,181.6132143959765,Los Angeles,39885
841,150.65472282941667,Chicago,89659
842,183.17686860083552,Chicago,84306
843,158.90179834348757,Dallas,96314
844,198.05351587347275,St. Louis,95087
845,157.43313638765565,Dallas,59165
846,170.7312061863512,Los Angeles,88929
847,154.2674834039322,Dallas,97028
848,199.84371259229738,New York,125998
849,175.10975051656214,Los Angeles,79812
850,179.76925086600218,Los Angeles,80500
851,153.35382386942138,St. Louis,109151
852,187.4980235199589,Chicago,88643
853,160.4952796547793,Los Angeles,74900
854,194.90271447203568,Chicago,72946
855,160.25698202410035,Dallas,37851
856,159.53438603318332,New York,46288
857,151.82748339240473,St. Louis,102692
858,173.60334725549995,Chicago,97580
859,178.24205666313082,Los Angeles,37368
860,153.2854319714176,Chicago,115436
861,188.7763808347505,Los Angeles,126136
862,172.66444173740138,Chicago,76403
863,176.219513466379,Los Angeles,121170
864,172.0381373469114,Dallas,39168
865,170.0381530437663,Los Angeles,116497
866,177.9820165654109,Los Angeles,79879
867,157.76201229653563,New York,89871
868,159.09640652476355,Los Angeles,139632
869,193.08928105067588,New York,141623
870,197.30577310668164,St. Louis,119388
871,168.66546581398765,New York,128646
872,163.5372336571777,Dallas,62174
873,182.19997716195078,New York,129751
874,170.4367085549048,St. Louis,122491
875,151.26931778301724,Dallas,36581
876,157.8076298683095,Chicago,140155
877,185.79861144236986,Chicago,101853
878,182.94619709550756,New York,94046
879,151.35479962517417,New York,79678
880,161.09860809664747,St. Louis,138392
881,161.55373982940358,St. Louis,141250
882,183.59463717993643,Los Angeles,56649
883,150.9855268877182,St. Louis,118668
884,155.2054290992287,Los Angeles,112325
885,189.99580426865947,Dallas,44567
886,158.92723310271668,New York,110404
887,182.63730539259373,Dallas,119906
888,161.90913905233631,St. Louis,138069
889,154.97206963796725,Dallas,126019
890,162.1586095499727,Dallas,91944
891,186.11334659278296,Dallas,148428
892,192.78482340531428,St. Louis,108002
893,191.51099322834958,Dallas,58803
894,169.85917648092274,Los Angeles,48230
895,183.4042568285323,St. Louis,47862
896,160.24921477079104,Dallas,73355
897,164.65738651305065,St. Louis,61259
898,194.816790926056,Chicago,129075
899,150.6500961755368,Los Angeles,117445
900,154.2754265427234,Dallas,60795
901,160.39431275730138,Chicago,144604
902,151.32661019369098,Chicago,38770
903,159.07177175448987,St. Louis,41093
904,179.1520780484846,Chicago,76571
905,171.0712275296249,Los Angeles,30193
906,194.63358555384875,Los Angeles,130311
907,190.87217808692205,New York,47569
908,167.0908675848938,Los Angeles,147082
909,162.97117167156463,Chicago,41190
910,168.98462040836336,Los Angeles,92824
911,179.5147471257404,St. Louis,72752
912,163.40318204114382,New York,62327
913,181.2074453924567,Chicago,72070
914,170.47058260956203,New York,115925
915,177.602359042599,Chicago,70197
916,171.80632645676585,St. Louis,32261
917,164.72328797709588,New York,148424
918,197.42266534810784,Dallas,123905
919,188.18028970798804,Chicago,56512
920,157.00565878832262,Dallas,36716
921,193.42339879489563,New York,116795
922,174.37155991247567,Dallas,58933
923,194.72761134470457,Dallas,137225
924,189.99276279736577,New York,34378
925,171.26067522346167,St. Louis,70583
926,151.12346541600587,Dallas,142082
927,163.4338679692473,Dallas,115371
928,177.08171073304334,St. Louis,59033
929,181.67391099130737,Dallas,54000
930,162.8943842716601,Dallas,141032
931,156.9678037036412,Dallas,105868
932,191.74651183996497,Los Angeles,72604
933,199.22010903517761,St. Louis,98336
934,176.28450911513428,Dallas,125074
935,158.58396429241517,St. Louis,125655
936,163.61536632596844,Chicago,103869
937,150.91953382737333,Chicago,35410
938,195.71494032802497,Dallas,113375
939,155.88755414450705,St. Louis,86044
940,178.82582377571268,St. Louis,93315
941,163.7027610343603,St. Louis,126055
942,177.70890012578968,Los Angeles,101344
943,182.57101941759322,Chicago,36796
944,191.48709018536007,St. Louis,116716
945,160.32106358803017,St. Louis,84245
946,150.54979143292402,Los Angeles,73056
947,156.84428150344036,Los Angeles,47709
948,195.00093209240526,St. Louis,149664
949,193.69450387812577,New York,88557
950,179.87065510851542,St. Louis,47543
951,180.02584302168268,St. Louis,67418
952,183.25183372731277,Los Angeles,124611
953,158.76856393117248,Los Angeles,133291
954,195.720597296248,St. Louis,143504
955,170.93852624460365,St. Louis,133001
956,169.1569264124749,St. Louis,126038
957,175.94588526414188,Los Angeles,46724
958,152.34829833875276,St. Louis,33828
959,158.31416843780397,St. Louis,146656
960,186.9016808213185,Dallas,47087
961,154.1399333962563,New York,42605
962,180.15760547331942,Chicago,61337
963,162.26745548406603,New York,35482
964,169.46478070209884,Dallas,95333
965,164.434686838535,Chicago,122541
966,167.78363582324747,St. Louis,118296
967,185.9522952592123,Dallas,80952
968,164.85608578115875,St. Louis,35463
969,178.32023201484486,Los Angeles,142164
970,173.80252010995497,Dallas,100448
971,183.1835582681324,Los Angeles,34648
972,196.8414869662379,Dallas,63623
973,186.62860486051252,Dallas,89156
974,160.74701892953783,Los Angeles,65634
975,151.55915675306423,Chicago,74602
976,163.11320221499125,New York,144598
977,179.75389653501276,St. Louis,79334
978,152.57129067421252,Dallas,98648
979,174.8183123600618,St. Louis,52054
980,179.84214244584444,Los Angeles,100028
981,166.71219454084803,St. Louis,52207
982,188.5456101872911,Los Angeles,110650
983,155.32991265668858,St. Louis,129821
984,153.75688908679044,New York,111554
985,186.40943781018018,New York,51386
986,174.77456581030992,New York,113276
987,184.4201198213868,New York,89518
988,171.74136693018733,New York,82781
989,162.32010166195533,New York,82780
990,190.95511588371,Los Angeles,91440
991,189.97079394844897,Dallas,74199
992,184.73482354272133,St. Louis,91035
993,163.60725686149814,New York,38210
994,179.51153334345435,Los Angeles,74363
995,168.04869484700134,Los Angeles,141175
996,154.57910366633172,Los Angeles,108279
997,195.86567877311214,Dallas,90348
998,156.84093154594808,St. Louis,85284
999,197.51186769104012,Dallas,137628
1000,172.3002886478978,Chicago,139835
